서변우리약국,운영,"대구광역시 북구 호국로 215, 대성골든프라자2차 2층 205호 (서변동)",,35.92085908,128.5988176,0900~1800,0900~1800,0900~1800,0900~1800,0900~1800,0900~1300,,,,053-952-2277,2021-07-19
서변제일약국,운영,"대구광역시 북구 호국로43길 26, (서변동)",대구광역시 북구 서변동 1746-5번지,35.92125611,128.5963521,0900~2030,0900~2030,0900~2030,0900~2030,0900~2030,0900~1830,,,,053-953-3780,2021-07-19
서약국,운영,"대구광역시 북구 구암로 153, 동천빌딩 1층 (동천동)",,35.93194653,128.557514,0900~2000,0900~2000,0900~2000,0900~2000,0900~2000,0900~1900,,,,053-710-0720,2021-07-19
서울약국,운영,대구광역시 북구 학정로 436 (구암동),,35.94344276,128.5640823,0900~2200,0900~2200,0900~2200,0900~2200,0900~2200,0900~2200,1000~2200,1000~2200,"1,2,3,4,5",053-313-3325,2021-07-19
석약국,운영,"대구광역시 북구 동북로 291, 106호 (복현동)",,35.89278121,128.622162,0900~1800,0900~1800,0900~1800,0900~1800,0900~1800,0900~1300,,,,053-955-5406,2021-07-19
성모온누리약국,운영,"대구광역시 북구 칠곡중앙대로 411, 2층 (태전동, 우영펠리스)",,35.9325106,128.547974,0900~1800,0900~1930,0900~1800,0900~1800,0900~1800,0900~1300,,,,053-321-3722,2021-07-19
성문약국,운영,대구광역시 북구 팔달로 153 (노원동3가),대구광역시 북구 노원동3가 764-9,35.88920566,128.5668164,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1300,,,,053-356-3133,2021-07-19
세계로약국,운영,"대구광역시 북구 칠곡중앙대로 400, 1층 (태전동)",,35.93136272,128.5485189,0900~1800,0900~1800,0900~1800,0900~1800,0900~1800,0900~1300,,,,053-325-7900,2021-07-19
세계약국,운영,"대구광역시 북구 동북로 198, (산격동)",대구광역시 북구 산격3동 1287-5번지,35.89788148,128.6138799,0900~1800,0900~1800,0900~1800,0900~1800,0900~1800,0900~1600,0900~1300,,3,053-952-2280,2021-07-19
세복옵티마약국,운영,"대구광역시 북구 대현남로 42, 1층 (대현동)",,35.88174372,128.6077146,0900~1800,0900~1800,0900~1800,0900~1800,0900~1800,0900~1300,,,,053-957-5010,2021-07-19
